CAT_TRAVELLER,Category of traveller,Duration of stay,Reason for journey,TIME_PERIOD,OBS_VALUE
6,Short-term (less than one year) Visitors arriving,Total,Employment,2008-04,15670
6,Short-term (less than one year) Visitors arriving,Total,Employment,2008-05,13440
6,Short-term (less than one year) Visitors arriving,Total,Employment,2008-06,15770
6,Short-term (less than one year) Visitors arriving,Total,Employment,2008-07,15830
6,Short-term (less than one year) Visitors arriving,Total,Employment,2008-08,15250
6,Short-term (less than one year) Visitors arriving,Total,Employment,2008-09,16670
6,Short-term (less than one year) Visitors arriving,Total,Employment,2008-10,15950
6,Short-term (less than one year) Visitors arriving,Total,Employment,2008-11,16070
6,Short-term (less than one year) Visitors arriving,Total,Employment,2008-12,17800
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-01,19990
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-02,16810
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-03,16150
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-04,15060
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-05,13640
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-06,13240
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-07,13970
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-08,15330
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-09,15640
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-10,15490
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-11,14920
6,Short-term (less than one year) Visitors arriving,Total,Employment,2009-12,16760
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-01,18970
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-02,17680
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-03,16870
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-04,14750
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-05,13450
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-06,14690
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-07,15690
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-08,15000
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-09,16900
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-10,16380
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-11,16910
6,Short-term (less than one year) Visitors arriving,Total,Employment,2010-12,17280
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-01,20440
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-02,20020
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-03,17000
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-04,16290
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-05,15650
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-06,16130
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-07,17200
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-08,17590
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-09,18900
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-10,20820
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-11,18710
6,Short-term (less than one year) Visitors arriving,Total,Employment,2011-12,18060
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-01,24990
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-02,19950
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-03,19980
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-04,20390
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-05,17670
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-06,18320
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-07,19040
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-08,22600
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-09,18840
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-10,19310
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-11,17240
6,Short-term (less than one year) Visitors arriving,Total,Employment,2012-12,17640
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-01,27260
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-02,19860
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-03,21360
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-04,19150
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-05,15060
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-06,16660
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-07,16390
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-08,17120
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-09,18360
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-10,19750
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-11,17800
6,Short-term (less than one year) Visitors arriving,Total,Employment,2013-12,17320
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-01,27930
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-02,20630
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-03,18370
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-04,16800
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-05,14930
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-06,14970
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-07,16540
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-08,17060
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-09,19010
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-10,29010
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-11,26070
6,Short-term (less than one year) Visitors arriving,Total,Employment,2014-12,33500
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-01,32370
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-02,31270
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-03,24110
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-04,26120
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-05,25370
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-06,25130
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-07,28250
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-08,26710
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-09,21990
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-10,21260
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-11,27090
6,Short-term (less than one year) Visitors arriving,Total,Employment,2015-12,27430
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-01,26490
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-02,23670
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-03,23260
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-04,18450
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-05,18240
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-06,20010
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-07,23400
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-08,19600
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-09,23770
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-10,31860
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-11,22330
6,Short-term (less than one year) Visitors arriving,Total,Employment,2016-12,28100
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-01,35110
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-02,31630
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-03,21010
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-04,22200
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-05,18350
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-06,22900
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-07,16780
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-08,17610
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-09,19880
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-10,19550
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-11,17190
6,Short-term (less than one year) Visitors arriving,Total,Employment,2017-12,14410
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-01,25330
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-02,17550
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-03,17980
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-04,17270
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-05,15580
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-06,15270
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-07,14260
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-08,15790
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-09,19060
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-10,18460
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-11,17430
6,Short-term (less than one year) Visitors arriving,Total,Employment,2018-12,14860
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-01,26580
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-02,20300
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-03,17360
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-04,14970
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-05,17140
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-06,15910
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-07,14520
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-08,16360
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-09,19280
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-10,19610
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-11,18840
6,Short-term (less than one year) Visitors arriving,Total,Employment,2019-12,14780
6,Short-term (less than one year) Visitors arriving,Total,Employment,2020-01,29800
6,Short-term (less than one year) Visitors arriving,Total,Employment,2020-02,20320
6,Short-term (less than one year) Visitors arriving,Total,Employment,2020-03,10980
6,Short-term (less than one year) Visitors arriving,Total,Employment,2020-04,160
6,Short-term (less than one year) Visitors arriving,Total,Employment,2020-05,280
6,Short-term (less than one year) Visitors arriving,Total,Employment,2020-06,570
